CODEALERTA,VPRESSAO_original
32176,agriculture
32177,agriculture
32198,ilegal_mining
32219,agriculture
32235,agriculture
32240,ilegal_mining
32241,agriculture
32246,ilegal_mining
32271,agriculture
32279,agriculture
32283,agriculture
32287,ilegal_mining
32313,ilegal_mining
32317,ilegal_mining
32326,agriculture
32329,agriculture
32330,agriculture
32340,ilegal_mining
32343,ilegal_mining
32346,ilegal_mining
32347,ilegal_mining
32348,ilegal_mining
32350,ilegal_mining
32351,ilegal_mining
32352,ilegal_mining
32353,ilegal_mining
32360,ilegal_mining
32371,ilegal_mining
32382,ilegal_mining
32383,ilegal_mining
32417,ilegal_mining
32419,ilegal_mining
32425,ilegal_mining
32433,ilegal_mining
32435,ilegal_mining
32438,ilegal_mining
32442,ilegal_mining
32448,ilegal_mining
32450,ilegal_mining
32455,ilegal_mining
32461,ilegal_mining
32462,ilegal_mining
32465,ilegal_mining
32478,ilegal_mining
32479,ilegal_mining
32480,ilegal_mining
32483,ilegal_mining
32485,ilegal_mining
32489,ilegal_mining
32491,ilegal_mining
32499,ilegal_mining
32502,ilegal_mining
32577,agriculture
32589,ilegal_mining
32590,ilegal_mining
32594,ilegal_mining
32595,ilegal_mining
32605,ilegal_mining
32613,ilegal_mining
32619,ilegal_mining
32642,ilegal_mining
32678,agriculture
32681,ilegal_mining
32687,ilegal_mining
32713,ilegal_mining
32718,ilegal_mining
32752,agriculture
32755,agriculture
32764,ilegal_mining
32773,ilegal_mining
32791,ilegal_mining
32799,agriculture
32870,agriculture
32904,ilegal_mining
32941,agriculture
32972,ilegal_mining
32973,ilegal_mining
33051,agriculture
33057,agriculture
33067,agriculture
33077,agriculture
33097,ilegal_mining
33187,ilegal_mining
33203,agriculture
33208,agriculture
33213,agriculture
33229,agriculture
33254,agriculture
33262,agriculture
33272,agriculture
33277,agriculture
33279,agriculture
33287,agriculture
33331,agriculture
33367,agriculture
33368,agriculture
33374,agriculture
33376,agriculture
33394,agriculture
33488,agriculture
33495,agriculture
33523,agriculture
33524,agriculture
33525,agriculture
33529,agriculture
33550,agriculture
33554,agriculture
33555,agriculture
33558,agriculture
33605,agriculture
33609,agriculture
33621,agriculture
33626,agriculture
33627,agriculture
33630,agriculture
33636,agriculture
33638,agriculture
33639,agriculture
33644,agriculture
33660,agriculture
33678,agriculture
33700,agriculture
33707,ilegal_mining
33734,ilegal_mining
33752,agriculture
33762,ilegal_mining
33784,agriculture
33794,ilegal_mining
33813,ilegal_mining
33829,ilegal_mining
33846,ilegal_mining
33863,agriculture
33938,agriculture
33950,agriculture
33955,agriculture
33986,ilegal_mining
34013,agriculture
34036,ilegal_mining
34050,agriculture
34055,agriculture
34073,agriculture
34074,agriculture
34096,agriculture
34118,ilegal_mining
34126,ilegal_mining
34131,agriculture
34181,ilegal_mining
34230,agriculture
34273,agriculture
34275,agriculture
34311,agriculture
34320,ilegal_mining
34324,ilegal_mining
34328,ilegal_mining
34345,ilegal_mining
34353,ilegal_mining
34359,ilegal_mining
34363,ilegal_mining
34398,agriculture
34403,agriculture
34416,ilegal_mining
34599,agriculture
34690,agriculture
34714,ilegal_mining
34733,ilegal_mining
34760,ilegal_mining
34765,ilegal_mining
34768,ilegal_mining
34771,agriculture
34790,agriculture
34822,agriculture
34837,agriculture
34861,agriculture
34918,agriculture
34971,agriculture
34991,agriculture
35087,agriculture
35134,agriculture
35147,agriculture
35162,ilegal_mining
35185,agriculture
35308,agriculture
35344,agriculture
35346,agriculture
35347,ilegal_mining
35353,ilegal_mining
35359,agriculture
35363,ilegal_mining
35375,ilegal_mining
35376,ilegal_mining
35377,ilegal_mining
35378,ilegal_mining
35382,ilegal_mining
35383,ilegal_mining
35386,ilegal_mining
35389,ilegal_mining
35391,ilegal_mining
35394,ilegal_mining
35397,ilegal_mining
35411,ilegal_mining
35417,ilegal_mining
35420,ilegal_mining
35424,ilegal_mining
35433,ilegal_mining
35435,ilegal_mining
35458,ilegal_mining
35459,ilegal_mining
35464,ilegal_mining
35466,ilegal_mining
35474,agriculture
35514,ilegal_mining
35519,ilegal_mining
35540,ilegal_mining
35552,ilegal_mining
35553,ilegal_mining
35554,ilegal_mining
35558,ilegal_mining
35559,ilegal_mining
35560,ilegal_mining
35563,ilegal_mining
35566,ilegal_mining
35637,agriculture
35662,ilegal_mining
35678,ilegal_mining
35679,ilegal_mining
35787,ilegal_mining
36017,ilegal_mining
36086,ilegal_mining
36108,ilegal_mining
36167,agriculture
36169,agriculture
36260,ilegal_mining
36275,ilegal_mining
36284,ilegal_mining
36285,ilegal_mining
36296,ilegal_mining
36343,agriculture
36362,agriculture
36363,agriculture
36386,ilegal_mining
36389,ilegal_mining
36460,agriculture
36488,agriculture
36504,agriculture
36519,agriculture
36560,agriculture
36575,agriculture
36592,agriculture
36600,agriculture
36646,agriculture
36647,agriculture
36888,agriculture
36898,agriculture
36968,agriculture
36984,agriculture
37098,agriculture
37152,agriculture
37261,agriculture
37262,agriculture
37375,agriculture
37420,agriculture
37575,agriculture
37582,agriculture
37597,agriculture
37679,agriculture
37699,agriculture
37751,agriculture
37756,agriculture
37791,agriculture
37798,agriculture
37809,agriculture
37820,ilegal_mining
37854,ilegal_mining
37859,ilegal_mining
37878,agriculture
37911,agriculture
37925,agriculture
37944,agriculture
37948,agriculture
37950,agriculture
37960,agriculture
37977,agriculture
37986,agriculture
38018,ilegal_mining
38140,agriculture
38146,agriculture
38157,agriculture
38203,agriculture
38234,ilegal_mining
38254,agriculture
38258,agriculture
38288,agriculture
38292,agriculture
38294,agriculture
38302,ilegal_mining
38320,ilegal_mining
38322,ilegal_mining
38329,agriculture
38341,agriculture
38350,agriculture
38358,agriculture
38397,agriculture
38399,agriculture
38435,agriculture
38446,agriculture
38491,ilegal_mining
38492,agriculture
38532,ilegal_mining
38537,ilegal_mining
38538,ilegal_mining
38557,agriculture
38560,agriculture
38585,agriculture
38620,agriculture
38627,agriculture
38631,agriculture
38641,agriculture
38667,agriculture
38705,agriculture
38706,agriculture
38773,agriculture
39005,agriculture
39062,ilegal_mining
39068,ilegal_mining
39079,ilegal_mining
39101,agriculture
39107,agriculture
39233,agriculture
39332,agriculture
39530,agriculture
39669,agriculture
39685,agriculture
39732,agriculture
39737,agriculture
39757,ilegal_mining
39762,agriculture
39767,agriculture
39771,ilegal_mining
39809,agriculture
39872,agriculture
39913,agriculture
39939,agriculture
39954,agriculture
39985,agriculture
39997,agriculture
40025,ilegal_mining
40031,agriculture
40044,ilegal_mining
40051,agriculture
40054,agriculture
40061,agriculture
40067,agriculture
40130,ilegal_mining
40164,agriculture
40326,ilegal_mining
40548,agriculture
40616,agriculture
40667,agriculture
40675,agriculture
40764,agriculture
40833,agriculture
40851,agriculture
40882,agriculture
40938,agriculture
41004,agriculture
41018,agriculture
41038,agriculture
41039,agriculture
41057,agriculture
41110,agriculture
41176,agriculture
41177,agriculture
41268,agriculture
41280,agriculture
41286,ilegal_mining
41291,agriculture
41304,agriculture
41309,ilegal_mining
41324,agriculture
41338,agriculture
41378,agriculture
41392,agriculture
41431,agriculture
41459,agriculture
41462,agriculture
41525,agriculture
41768,agriculture
41771,agriculture
41812,agriculture
41912,agriculture
41918,ilegal_mining
41944,agriculture
41952,agriculture
41989,agriculture
42016,agriculture
42058,agriculture
42111,agriculture
42125,ilegal_mining
42173,agriculture
42275,agriculture
42278,agriculture
42292,agriculture
42309,agriculture
42344,agriculture
42349,agriculture
42373,agriculture
42378,ilegal_mining
42409,ilegal_mining
42416,ilegal_mining
42503,agriculture
42560,ilegal_mining
42566,agriculture
42580,agriculture
42613,ilegal_mining
42623,agriculture
42630,ilegal_mining
42633,ilegal_mining
42659,agriculture
42679,ilegal_mining
42716,ilegal_mining
42721,ilegal_mining
42725,agriculture
42772,agriculture
42775,agriculture
42786,agriculture
42794,ilegal_mining
42810,ilegal_mining
42820,agriculture
42838,agriculture
42848,agriculture
42852,ilegal_mining
42903,agriculture
42921,agriculture
42997,agriculture
43062,agriculture
43190,agriculture
43254,ilegal_mining
43255,agriculture
43259,ilegal_mining
43332,agriculture
43339,agriculture
43353,agriculture
43434,agriculture
43483,agriculture
43485,agriculture
43512,agriculture
43514,agriculture
43527,agriculture
43541,agriculture
43552,agriculture
43558,agriculture
43571,agriculture
43595,agriculture
43619,ilegal_mining
43629,agriculture
43651,agriculture
43670,ilegal_mining
43682,agriculture
43688,agriculture
43698,agriculture
43712,agriculture
43715,agriculture
43735,agriculture
43788,agriculture
43845,agriculture
43856,ilegal_mining
43876,agriculture
43881,agriculture
43887,agriculture
43895,agriculture
43916,agriculture
43985,agriculture
44013,agriculture
44077,agriculture
44157,agriculture
44253,agriculture
44261,agriculture
44326,agriculture
44385,agriculture
44415,agriculture
44422,agriculture
44427,agriculture
44442,agriculture
44452,agriculture
44473,agriculture
44487,agriculture
44513,agriculture
44516,agriculture
44600,agriculture
44629,agriculture
44631,agriculture
44638,agriculture
44653,agriculture
44655,ilegal_mining
44656,agriculture
44665,agriculture
44675,agriculture
44682,agriculture
44707,agriculture
44818,agriculture
44863,ilegal_mining
45130,agriculture
45159,agriculture
45180,agriculture
45190,agriculture
45323,agriculture
45406,agriculture
45416,agriculture
45420,agriculture
45421,agriculture
45534,agriculture
45547,agriculture
45558,agriculture
45561,agriculture
45565,agriculture
45594,agriculture
45657,agriculture
45659,agriculture
45675,agriculture
45705,agriculture
45783,agriculture
45802,agriculture
45809,agriculture
45819,agriculture
45821,ilegal_mining
45826,ilegal_mining
45909,agriculture
45910,agriculture
45919,agriculture
45962,agriculture
46115,agriculture
46123,agriculture
46328,agriculture
46342,agriculture
46345,agriculture
47279,agriculture
47363,agriculture
47371,agriculture
47411,agriculture
47766,agriculture
47770,agriculture
47868,agriculture
47970,agriculture
48036,agriculture
48038,agriculture
48077,agriculture
48118,agriculture
48145,agriculture
48152,agriculture
48178,agriculture
48189,agriculture
48261,agriculture
48375,agriculture
48404,agriculture
48426,agriculture
48449,agriculture
48450,agriculture
48603,agriculture
48634,agriculture
48694,agriculture
48839,agriculture
48849,agriculture
48903,agriculture
48922,agriculture
48943,agriculture
48970,agriculture
48987,agriculture
48990,agriculture
49011,agriculture
49015,agriculture
49029,agriculture
49034,agriculture
49043,agriculture
49091,agriculture
49104,agriculture
49124,agriculture
49189,agriculture
49203,agriculture
49315,agriculture
49365,agriculture
49411,agriculture
49453,agriculture
49475,agriculture
49520,agriculture
49522,agriculture
49555,agriculture
49647,agriculture
49763,agriculture
49796,agriculture
49805,agriculture
49822,agriculture
49838,agriculture
49841,agriculture
49913,agriculture
49968,agriculture
49977,agriculture
49982,agriculture
50001,agriculture
50002,agriculture
50004,agriculture
50028,agriculture
50054,agriculture
50063,agriculture
50085,agriculture
50168,agriculture
50198,agriculture
50206,agriculture
50269,agriculture
50278,agriculture
50352,agriculture
50377,agriculture
50391,agriculture
50394,agriculture
50413,agriculture
50427,agriculture
50449,agriculture
50455,agriculture
50495,agriculture
50508,agriculture
50538,agriculture
50543,agriculture
50555,agriculture
50572,agriculture
50599,agriculture
50632,agriculture
50691,agriculture
50705,agriculture
50730,agriculture
50744,agriculture
50771,agriculture
50774,agriculture
50781,agriculture
50784,agriculture
50794,agriculture
50817,agriculture
50854,agriculture
50882,agriculture
50904,agriculture
50936,agriculture
50953,agriculture
50974,agriculture
50997,agriculture
51018,agriculture
51019,agriculture
51023,agriculture
51024,agriculture
51105,agriculture
51106,agriculture
51125,agriculture
51130,ilegal_mining
51138,agriculture
51146,agriculture
51185,agriculture
51200,agriculture
51282,agriculture
51325,agriculture
51378,agriculture
51384,agriculture
51391,agriculture
51424,agriculture
51497,agriculture
51533,agriculture
51536,agriculture
51542,agriculture
51560,agriculture
51649,agriculture
51673,agriculture
51783,ilegal_mining
51968,ilegal_mining
51987,agriculture
51998,agriculture
52018,agriculture
52027,agriculture
52033,ilegal_mining
52052,agriculture
52088,ilegal_mining
52117,ilegal_mining
52129,ilegal_mining
52156,ilegal_mining
52161,agriculture
52170,ilegal_mining
52172,ilegal_mining
52212,agriculture
52223,agriculture
52231,agriculture
52233,agriculture
52256,ilegal_mining
52302,agriculture
52380,agriculture
52391,agriculture
52505,agriculture
52574,agriculture
52581,agriculture
52625,ilegal_mining
52721,agriculture
52732,agriculture
52734,ilegal_mining
52743,agriculture
52752,agriculture
52754,agriculture
52757,agriculture
52768,agriculture
52769,agriculture
52775,agriculture
52778,agriculture
52787,agriculture
52795,agriculture
52808,agriculture
52811,agriculture
52825,agriculture
52827,agriculture
52839,agriculture
52843,agriculture
52858,agriculture
52864,agriculture
52876,agriculture
52880,agriculture
52890,agriculture
52896,agriculture
52906,agriculture
52909,agriculture
52912,agriculture
52913,agriculture
52915,agriculture
52918,agriculture
52927,agriculture
52943,agriculture
52950,agriculture
52960,agriculture
52992,agriculture
53002,agriculture
53017,agriculture
53027,agriculture
53030,agriculture
53039,agriculture
53046,agriculture
53050,agriculture
53075,agriculture
53079,agriculture
53093,ilegal_mining
53110,agriculture
53112,ilegal_mining
53116,agriculture
53119,agriculture
53124,agriculture
53132,agriculture
53160,agriculture
53168,agriculture
53170,agriculture
53178,agriculture
53183,agriculture
53195,agriculture
53199,agriculture
53206,agriculture
53253,agriculture
53259,agriculture
53267,agriculture
53272,agriculture
53293,agriculture
53299,agriculture
53305,agriculture
53344,agriculture
53345,agriculture
53346,agriculture
53350,agriculture
53351,agriculture
53364,agriculture
53368,agriculture
53420,agriculture
53494,agriculture
53495,agriculture
53499,agriculture
53501,agriculture
53507,agriculture
53513,agriculture
53568,agriculture
53708,agriculture
53732,agriculture
53764,agriculture
53773,agriculture
53782,agriculture
53790,agriculture
53827,agriculture
53831,agriculture
53837,agriculture
53848,ilegal_mining
53858,agriculture
53860,agriculture
53873,agriculture
53877,agriculture
53897,agriculture
53911,agriculture
53952,agriculture
53955,agriculture
53965,agriculture
54101,agriculture
54126,agriculture
54132,agriculture
54164,agriculture
54168,agriculture
54276,agriculture
54294,agriculture
54301,agriculture
54304,agriculture
54396,agriculture
54789,ilegal_mining
54856,ilegal_mining
55041,agriculture
56070,agriculture
56755,agriculture
56771,agriculture
56859,agriculture
56863,ilegal_mining
56864,ilegal_mining
56882,ilegal_mining
56883,ilegal_mining
56914,agriculture
56916,ilegal_mining
56922,agriculture
56936,ilegal_mining
56937,ilegal_mining
56938,agriculture
56986,ilegal_mining
57022,ilegal_mining
57023,ilegal_mining
57024,ilegal_mining
57045,agriculture
57066,agriculture
57077,ilegal_mining
57084,agriculture
57091,agriculture
57094,agriculture
57097,agriculture
57110,agriculture
57121,ilegal_mining
57126,agriculture
57162,agriculture
57163,agriculture
57193,agriculture
57196,agriculture
57203,ilegal_mining
57228,ilegal_mining
57232,agriculture
57236,agriculture
57260,agriculture
57298,agriculture
57303,agriculture
57324,agriculture
57335,agriculture
57342,agriculture
57378,agriculture
57379,agriculture
57495,agriculture
57504,agriculture
57517,ilegal_mining
57563,agriculture
57626,agriculture
57650,agriculture
57786,agriculture
57811,agriculture
57827,agriculture
57948,agriculture
57971,agriculture
58007,agriculture
58008,agriculture
58021,agriculture
58041,agriculture
58097,agriculture
58105,agriculture
58124,agriculture
58147,agriculture
58160,agriculture
58170,agriculture
58179,ilegal_mining
58198,agriculture
58202,agriculture
58219,agriculture
58273,agriculture
58349,agriculture
58396,agriculture
58432,agriculture
58444,agriculture
58460,agriculture
58519,agriculture
58534,agriculture
58539,agriculture
58551,agriculture
58591,agriculture
58631,agriculture
58646,agriculture
58647,agriculture
58676,ilegal_mining
58683,ilegal_mining
58691,ilegal_mining
58692,ilegal_mining
58700,ilegal_mining
58703,ilegal_mining
58709,agriculture
58711,ilegal_mining
58714,ilegal_mining
58719,ilegal_mining
58720,ilegal_mining
58739,ilegal_mining
58752,agriculture
58773,agriculture
58804,agriculture
58856,agriculture
58915,agriculture
58936,agriculture
58943,agriculture
59089,agriculture
59107,agriculture
59109,agriculture
59113,agriculture
59143,ilegal_mining
59145,agriculture
